path,change_type,added_lines,deleted_lines,fork_blob_sha,upstream_blob_sha,classification,likely_core_modification,owner_if_detectable,upstream_pr_if_detectable,reason_if_detectable,risk_on_upgrade,manual_review_required
ci/apache_85_84/docker-compose.yml,M,2,2,7caf04558bff9b36ef1db3d83aca24f905395c5a,767165e60ff9f1bfe630f8ae9f84dc46b69e41b0,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/apache_85_93/docker-compose.yml,M,1,1,51e9417babfcb3da707354b0ab03f0f9b730faa2,c5b5c0a9eb13ce08f7eba900404af79f81af28fd,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/ciLibrary.source,M,15,0,2403809606eb7401429dc4dc73733eef314ea6fc,9c261dce7a9245f9bdd06f769b22886c1cb344a2,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/compose-shared-mailpit/compose.yml,M,1,1,9cc9c972386b13285bd0e43a2b1da6d46a940100,e6d74038a7d17b176cc81f7c7b49131a9fe51535,upstream_unmodified,FALSE,upstream,#13070,chore(deps): bump axllent/mailpit from v1.30.4 to v1.30.5 in /ci/compose-shared-mailpit in the mailpit group across 1 directory (#13070),LOW,FALSE
ci/compose-shared-redis-sentinel/docker-compose.yml,M,5,5,070752f232f9f9b7fd4b18c8e25c73b4f4f449d6,427d4e950b831434b126566fe2c83057e43f6918,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/compose-shared-selenium/docker-compose.yml,M,1,1,eb1f2b096ee8573d595b0e354be3e30de6293023,2db5c5f840c0efca170c934dea8a058ad00645c8,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/inferno/compose.yml,M,2,2,70fb9b1bea428fb0cc32e86bc61a5947e2f5f49b,0e26eb501eed889730e059e78d69dd3b8244fa78,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/nginx_82/docker-compose.yml,M,1,1,7e41cdee7aa0ad1dad29a46ec79006b2f50f583c,e7328c389632688a16c5ff0e2ba94810cf0ae0ec,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/nginx_83/docker-compose.yml,M,1,1,871460b492a033d9cf44cc3269c717c4d5420252,b2d64d6fcab893d1141641a426fe0c738414972e,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/nginx_84/docker-compose.yml,M,1,1,d9dbe8e34b91a1f957b3b020a368c17214144c15,9cc16d8d59622f9b5b84d263137802720a8eafd1,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
ci/nginx_85/docker-compose.yml,M,1,1,fc65dd4628f2b2930ba45b225e761da24532caf0,835f326a4e920aa058fbf79e4fef7b3484e3c55a,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
composer.json,M,1,0,9e4a17c560beac975c9e8f05bedf12aa94776783,464db9de6646b14a671c688764e6da8e1e7de544,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
composer.lock,M,177,120,b5a8b9565fa4e11980265a6b838cac8939ae796e,68e66b77cf79e1c6891fea97ad6620436f0c8afc,dependency_lock_change,FALSE,upstream,,,MEDIUM,FALSE
config/app.php,M,4,0,8e43a8451cd523928376c5e1d6ceb837a9e54a23,cf14ae013e1c331a3052cd443163bf1ea9fc4b01,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
config/audit.php,M,65,0,eddc4b01a6bcd69a86d60bd0728979fd2081808d,c8ad86552e48f2e0b5de878706cd3772cc43d9e5,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
config/database.php,M,32,11,04341f2f49dc7f928c94af87ca25d759a0b55774,4ec79c83550739c915fe5d51c93f24b2682b2eb1,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
config/psr.php,M,5,1,e283a5e061c86731e96f4846c0b6154c2f814f5a,116bc138c45c893da361a572a22a16ceb0d6d7f3,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
config/services.php,M,20,0,1df60ea0680b81f931c4d4dc27543cf2cd0cfa09,e17e0d78ed5b53f5275ad41caafa57e9ade4850b,upstream_unmodified,FALSE,upstream,#12987,refactor(networking): Set up HTTP client in ServiceContainer and DI (#12987),LOW,FALSE
config/sessions.php,A,22,0,,d549026d173dbc1d55d5040931761c1678148360,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_Document.class.php,M,2,2,633238b2be2527cd373a6af12968d54c77aa6dd4,b32d5f0fc5345b1beaa01d2d8c21441c13ba9bff,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_DocumentCategory.class.php,M,2,2,a2f6ec2e0d506436d9912e37c6abc8abcc6a1674,fb5b7c4abac0dc62e3ff8dddff78f71fe1eb3dc2,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_Hl7.class.php,M,2,1,4b87a8b1ca052b84636b5b13f8d2655f50a5b954,4a836aa70058e6d93057b7280d654e20c2e57b69,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_InsuranceCompany.class.php,M,2,2,39fbb594321b722f39c5ddcc9ff59d4d9dd69cc4,77eb516f18d82560759efb25beca536dbe1f2af0,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_InsuranceNumbers.class.php,M,2,2,8b895d581b7984434b2c3774a1bb9f61d5f8e578,16cf5c28e4dac1ae293a7496cd9eb769addb37a8,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_PatientFinder.class.php,M,2,2,84bde637469fa6c8c8447c615ba188db4aaf5653,414e8c7ada67fd0c0effe47919e5559e7a64c2e9,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_Pharmacy.class.php,M,2,4,67e080d6dee0b899d10c53c5feac0c2aef365acb,3bf299b2e5aad85a66370ede0e78cbbb4eb74412,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_PracticeSettings.class.php,M,21,9,b62eba38843fbc8b113c7aed9131dc1e945b8b6c,fb52f655b8223b5074b01e7705be9754e5959e50,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_Prescription.class.php,M,7,7,90c5091c27bad73d33bbeab9c9784df2772e0394,49139cfb8276980e57c5a01cba314e3d5d3990c0,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
controllers/C_X12Partner.class.php,M,2,3,9762ff3f1252a2fa4745408407ca42b42c95a0a9,1c66d31e031483404c55c7126b48b3fcff80149f,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
custom/ajax_download.php,M,0,1,e7a02aa4827f67f8d33c82bff3d8b9641d2ab80d,d4d5cb5b32ce590b355f57d980b09ee6264b206b,custom_module,FALSE,upstream,,,LOW,TRUE
custom/export_qrda_xml.php,M,13,13,a4bf3a5a060fdee5678d110e15e3c1066f4994fc,f9cb8247831c3b4288e7b555cb15b60493a1a79e,custom_module,FALSE,upstream,,,LOW,TRUE
custom/qrda_category1_functions.php,M,25,23,be231a288a162eb4631dc00d88b459e6a29ba059,630f6b346381097252c020a8b04968269bc8513f,custom_module,FALSE,upstream,#12953,refactor: remove getUuid to ServiceContainer (#12953),LOW,TRUE
docker/README.md,M,1,1,5c914079cf7a54b63070f316021e9278970081c8,0a22602316a2de40cc5c3e3b6b1a031ffd726ee0,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/development-easy-light/docker-compose.yml,M,2,2,dbdcf2c6f9f3fae5b2f79d864938e39d6d91879d,8f6e0f4ef9c4f8779da9806ff183276928263b7c,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/development-easy-redis/docker-compose.yml,M,10,10,83736d2787553358ef74001cfb33c7c6f0b6e151,b94ae623dc7ca804893e4235ac3b503718867eb8,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/development-easy/docker-compose.yml,M,5,5,6dfcc85bb53311482089cb8e22bafd0452eebc3e,b96d38e40d504079ce7b5a803ee0848e7648f204,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/development-insane/docker-compose.yml,M,26,26,8a9c90f0d58219d8522f97b10e73fa6645decc32,736fa46fc37ca8984d89886bc5cfee019e8c4dfc,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-2-redis/Dockerfile,M,1,0,cd6b6edcbedf3544c8a6bdd0e5cbe0842ebb868f,2a3f1cac8830ce8396504695587b68093dd92e57,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-2/Dockerfile,M,1,0,917f8dfc2cf305d683c4a4686676694869052b6f,0dbdc920448c0954a7a3c573f0a42e306a4df8e9,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-3-redis/Dockerfile,M,1,0,ba2ef4642b91d58cb2b1b1035314af74e016ce02,107215e3a14ac28c55c09475843cc71cab6f2ab1,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-3/Dockerfile,M,1,0,162039b34f283ac493bcff1bc6beb88ade35b39a,61f60e5b61198eed4c2b6ae79bd445e7b521e869,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-4-redis/Dockerfile,M,1,0,482ed4d93d5020bf26e930eeb210e2cf05973742,7a1ebf4e04bad7bdcf5e46ae82d591114f149ca6,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-4/Dockerfile,M,1,0,e85a16b5981dbb41094963670f80d17d8cfdb227,4d41f61001f1b9842c332bb5e2081dc6a0826905,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-5-redis/Dockerfile,M,1,0,9ffd762fae542db8d673f53afd7c92bb7389bc8c,29c02c7ca66ed4e20778dd3509ee4a8bbe019b24,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-5/Dockerfile,M,1,0,a26c30699820187a8be2a3afbbdb7db084129c31,d737738653101a8a476a719106cbe97a0d6196c1,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/library/dockers/dev-php-fpm-8-6-redis/Dockerfile,M,1,0,85f6c6e2586ff33ed6bf6f77e989032b09778645,772a065f68ea85e8ac3c16db74435048c89dbc7d,upstream_unmodified,FALSE,upstream,#13085,build(docker): bake pcov coverage driver into dev-php-fpm images (#13085),LOW,FALSE
docker/library/dockers/dev-php-fpm-8-6/Dockerfile,M,1,0,46ce551c57a33b809f6f500b1665b8fc9cf4a8fb,0c716f8ac6ef4ca8bcafe61e920b4ea654e7f53b,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docker/production/docker-compose.yml,M,1,1,f903713b9a4d191596e1553dfc304ffb4e185103,eb49c4114d27aebc2d00ddf79a8fedd33893b568,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docs/RELEASE_PROCESS.md,M,92,21,017bda32bfd36360f1be9e8434cfe82e1fb874ca,8018337499c8294fc531a17e6e0b0ec526e35f1e,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
docs/docker-migration-from-devops.md,M,5,5,b69ee2cd30fc23b9cd66dbabb600cb5adea7fde3,b2baa31ddb2df5b9c7e95f25cb85142caabb7a70,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
gacl/admin/acl_test.php,M,1,1,30593817b496fd308bbb49aba28cdd1f8653016b,e65315f1c75bf0c8d539df774582be9ee0783461,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
index.php,M,30,20,1f5ad001690f2c058b4a8e6d01c705738b492521,ce8f5361dd833ad492dd14b80078e6de45add454,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/billing/era_payments.php,M,37,2,7cbbf054cd45e56dfe485901fc51448b8268b114,9d02533394080f463313b65e88c8dec31e2adac4,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/billing/sl_eob_invoice.php,M,1,1,02ce9d7a00b793310e4e30afc5732e62f59a50b0,61c4d8a86d2af9d5a7905a873734cf492d21059a,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/clickmap/C_AbstractClickmap.php,M,1,1,863fb9d9475f150917bf3ae8188f34f709e2b2ae,bbe69c61302629596472e6ba8ecc5d69f0b9826f,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/code_systems/dataloads_ajax.php,M,0,3,0a7d1d538e06b38e2499bda5cd04e3833858a9ad,d9130652641ac6730de6dfd865e2de6e3ea604fa,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/expand_contract_js.php,D,0,63,fab30e57e228455cd45a9dfc5d17ce6bf8b3b473,,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/fax/fax_dispatch.php,M,344,220,a9bab5b55c1520ab634a537565ad7c8c7f5b3ea0,cb85c6057d525d7c95ebe82094f1165b513c24cc,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/CAMOS/admin.php,M,6,3,1cf427eb1a1a82969b8fdf8475e2c9685fb34901,57f818e92ffd2055b3d9ebfef717fbc4ca7a7883,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/clinical_notes/clinical-notes.js,M,14,14,e46e47e7f6190b8f62eb9eae4b19b4cb6786099f,045488151ac3b1ea4a2771e025e07e32d38ea390,upstream_unmodified,FALSE,upstream,#13050,style(xl): little clean ups (#13050),LOW,FALSE
interface/forms/eye_mag/help.php,M,0,8,56ed6f1244447a2151cb8754466952efda2eaf18,237c6924100b42b486e58dfdd866f094695e7b30,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/fee_sheet/new.php,M,1,1,f05036dff46918a16ffcf5a09421dc71dc082a3d,7529f3527e4f94db1c7f091fa354b8ada798d8c1,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/newGroupEncounter/new.php,M,1,19,905b59761cd7c648c913b529b3346b369e1c0799,893877b6e2e8c808b821e98967074edc623616c9,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/newpatient/new.php,M,14,9,ad133bacc9251de7fb832140317594e6c9fc9972,19174716ddf48bbb93291d07c4f9dfbedcbec80c,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/painmap/save.php,M,1,1,76ca62d8301f3a7b18ded8eeaadae7bb160504c8,a7b61b0b420a4450cd87ee13d8e7b8a98b4b5f60,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/physical_exam/edit_diagnoses.php,M,40,33,32c5771f06cf32017a9628ae7dcbe46ed38f1940,65b968013f237541f7a2bed9085e232f520eccea,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/physical_exam/lines.php,M,97,60,ffee631f6cb52165a9a0f68619b2e6189f9e625a,f7ce73aae0b51be313bac229f24a5ebb2ebd5544,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/physical_exam/new.php,M,118,103,7e8d217b1d96abfb96a6edfca783b59885dd8455,193267cd634a9acf43128f36d8fde5396f72eb65,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/physical_exam/report.php,M,53,37,c71b7e47df57cf67f92259f3e4c5f3a336ad4e5a,d7952b49e992d864636ff0870a091e507a0fa992,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/prior_auth/C_FormPriorAuth.class.php,M,1,1,b48cd222dda7a09e17db3965bb18234e2898a5f6,c8eb2a0648abc52fbc1f400fb5166ab6a387acac,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/questionnaire_assessments/questionnaire_assessments.php,M,1,1,5c17764614699f73a56497f3c3e5fd57a183583d,cc5f66b2be5f10e3f1b0710b35840f87cc696524,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/questionnaire_assessments/view.php,M,4,1,a2cba7a135cbe0d4fcb96bcffba97a189f98a6dd,937d21bda6a7ba068deb1d41d3a3145b22388027,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/ros/C_FormROS.class.php,M,1,1,afca4739d15de6a5db284ceba0e20ca1bdc73511,b090c2e8bab651ffbb3dcfb7b95546174e97d863,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/soap/C_FormSOAP.class.php,M,1,1,6c5dc2ce919b8bfeb951dee43ed9c69a18a6df47,c61f8a52c6eb3be85cda66d38181a8e281030b72,upstream_unmodified,FALSE,upstream,#13011,fix(controllers): unify Controller::default_action() on string return (#13011),LOW,FALSE
interface/forms/vitals/C_FormVitals.class.php,M,2,2,dd828189d32eaee0432ffca4fa57489b073acfd3,e50961b60a843fca651ece954d4224b2c566969a,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/forms/vitals/growthchart/chart.php,M,1,1,ba60816eae91c335b6373098161a2f083324555c,d62522199829851a81ee0b6f123431ed94e981a7,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/backup.php,M,40,40,080ed26c50a61a5d5d04e1374d8cde45176fc160,2c7c57e6358886b27f2eb5ba05683212cf34aab8,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/calendar/add_edit_event.php,M,2,2,43d86f846882d5a5d27f3cb3fcfedba01ed0423d,525fc384337387c32d96a17275e598ac34b6bd62,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/calendar/find_patient_popup.php,M,9,9,cc4417ffd23810a582c28e4d0a255310771694d9,7c35c1d4ce610344e865da07a618898bcf43c156,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/calendar/modules/PostCalendar/common.api.php,M,3,3,c1d817f4353c2656672c19618adc55c85160af63,95dd104621d0c4d3acf20d773cd75c9a907af44d,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/calendar/modules/PostCalendar/pnuser.php,M,4,1,d29ebe4b71427ef3b0a45bd2a8ea62d9364ae0b9,5e2a01df967388b736fa6fa03d65a038366e30c7,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/finder/dynamic_finder_ajax.php,M,1,1,f222aee6360c125229bd8e45ea5e853c2e5ae6fa,45b6e8e7848a29be009136462debaf5d2eda7396,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/main/finder/patient_select.php,M,1,1,71868c2366bbdbbe4137a4175ed8d0c4692c5317,ef6a769a5851c76cf0534e0e1317ac14ddaef34a,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/modules/custom_modules/oe-module-dorn/public/ack_lab_results.php,M,1,1,59b2ef42d182fa707fd2fde854257775730b1696,77d77a2f1d7b566b0f06ae100b77b59695f5b3c0,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/custom_modules/oe-module-ehi-exporter/src/Services/EhiExporter.php,M,1,1,d9212a1755f6ae67885557fb5a14fa8f9dba579f,dddf2804e558ca8bef65adaa3b9aa8884c1c8b4f,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/custom_modules/oe-module-faxsms/library/api_onetime.php,M,1,1,9ec08e0f7f2f4bc79d142613dde74d0ca5889f9d,f698270de0210198c5f95687f15c18cbc517e7f8,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/custom_modules/oe-module-faxsms/src/Controller/FaxDocumentService.php,M,1,1,30b6b77955c2c051713b53c3ab865d50852b4001,77c5bdd2b743064d165a302c2e0f5f51d128fbe6,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/custom_modules/oe-module-weno/templates/pharmacy_list_form.php,M,5,5,a22dd48482312ffe98c4938591f347a9f555008d,75f35000e8ee8dba1a044fae1399b51b08da5e17,custom_module,FALSE,upstream,#13050,style(xl): little clean ups (#13050),LOW,TRUE
interface/modules/zend_modules/module/Application/src/Application/Plugin/CommonPlugin.php,M,1,1,42155016744223abdcbbd4d50d6730db11b341e8,92122abe65ce97ff3c4baf330d79d92b128e343a,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/zend_modules/module/Carecoordination/src/Carecoordination/Model/EncounterccdadispatchTable.php,M,75,48,7c1dfc88153ee8b7612a9f7c610f6e51c3bf76df,c0d1feca4fd61a8e2c9ab4f76656ded9199b4dd2,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/zend_modules/module/Carecoordination/src/Carecoordination/Model/EncountermanagerTable.php,M,1,1,03d3d4d097a2c512d425739599420378970e4447,490c57788372f80ab6a602c923f51718ac654a43,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/zend_modules/module/Documents/src/Documents/Controller/DocumentsController.php,M,1,1,629a26e659d5f2f90903d53dcd3f56deebadc4a2,3e1e3e7726c73501040350ae28ef63984313598d,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/zend_modules/module/Immunization/src/Immunization/Controller/ImmunizationController.php,M,1,1,5d887cb377ea55ce894dbde419cc1798b2b9cee6,7333f2041d700abdd12af30db3123b51f8059567,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/zend_modules/module/Installer/src/Installer/Controller/InstallerController.php,M,53,89,4b4eeea8a78c7b8573aea150c9ca8fca14f93d1e,4e8ba5258d89dbdd15a453b1fad7cde0c73d9c7d,custom_module,FALSE,upstream,,,LOW,TRUE
interface/modules/zend_modules/module/Syndromicsurveillance/src/Syndromicsurveillance/Model/SyndromicsurveillanceTable.php,M,1,1,0969e44546e5b3c2fa9b9506650bc1513456d6cd,8bf33c96afdf062b3193483dc27bf6b1a1543f32,custom_module,FALSE,upstream,,,LOW,TRUE
interface/orders/pending_followup.php,M,7,7,d90b8f591f2e63a7f1f800079d6749fe21f9187d,ea5723212be0f8a4fe2316f7348faeb918e5d8d2,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/orders/pending_orders.php,M,8,8,87d2e54cfad2c7451cd1c5c7cadc9224ae20b65e,9a8260069abd21dfdb9741f6a448b41f436b2a44,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/orders/procedure_provider_list.php,M,1,1,55e8bb453e01f53db33f3630da6154fbbf9c7c20,186a62ecf710b7e78fa45aa4a8d1cf5b000a736f,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/orders/types.php,M,1,1,7a67e3037a9dfcd2002aed044bafa59a6be48716,5ff406279dd994f4ee0038d4efb6b6a2d7bca3f1,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/encounter/find_code_dynamic_ajax.php,M,1,1,6e198fa32d2e43ff241f73f4577d7e7c988d5171,7c8a4ef154361a174553c7451b8b431c96d88d37,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/encounter/forms.php,M,2,2,199b0a057a3005986d7f88acc28e2ee639115442,bde8dc2eee857f2e737da69f6d2a6537fc0ffbb4,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/encounter/superbill_custom_full.php,M,1,1,a5249eb670d52e7dc79408af3ef433e7719f9db8,571dcf4358ab8e922a46b60bbd6908d43bc2aca6,upstream_unmodified,FALSE,upstream,#13012,chore: apply UnnecessaryTernaryExpressionRector (#13012),LOW,FALSE
interface/patient_file/encounter/trend_form.php,M,1,1,8b2be3e047639de6d3d9d6b19756b5ed2a1b6dad,488a905c1b8864cb4a1ebf50dd4b89d7c9051fa8,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/front_payment.php,M,1,1,0cd1b9df9d8c52f5c92d264d127a97a96acd44f2,03b7e1c4cad07f85c4a8164cb7dd2eb281a2ba79,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/history/encounters.php,M,1,1,b6a6e317d5ea73fd23d01d08cb70b86e840fc8a3,b1d219297c1fc211dd3cc78ae50f30014020ea2a,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/manage_dup_patients.php,M,12,12,50af9d0b78a3145e6669ea63f79c46e6048b713a,466a5a63a983b3a2bfed971aaded6a6ed0c2f2e9,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/pos_checkout_ippf.php,M,1,1,9676a3eb9d14b5b90058b58c56790ae20f8336ff,277bfa9bc313b659ce8ba7a96464d4f9980c93ba,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/report/custom_report.js,M,13,16,29d861cd6609c925ccd2eed3a988299dca6830cd,3360f4578537ea88dbd7faefc9729fc02e76dd8e,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/report/custom_report.php,M,3,3,ebe6add27fddd5578b1676cc10465086387664af,9fc6dae19ee934de77289b02a82d95778844c90c,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/summary/demographics.php,M,23,23,68ec38e5dc4891c4f337e2a12c073c2a70bc8c32,a188a0a9082696eaab954a031717a280b68d524e,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/summary/immunizations.php,M,1,1,562be7460d360b3dad023244c581583a3ae17adf,285f10da9760556c57145dd78320649c488a17e3,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/summary/print_amendments.php,M,1,1,99f0e12233dfb722019ec4e1accd76ecac923840,41a003dd50df6edd1ce89a6242445711cdbd5974,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/summary/stats.php,M,6,6,ac9054ed6545e12643656adb7e4fdd982dade760,7f95045319e089896d7df592839058763a0a8711,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/patient_file/summary/stats_full.php,M,1,1,93ee9f31277679fbb708628f05fe35b8038218ac,ff1adcb451d379222be25b8f0ea1112992e75197,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/collections_report.php,M,32,32,f22581a9c10aad17b736ed0f62fec54a8c3b4397,c236593123867eda1c9baee5ace8ef993bc4c5f0,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/encounters_report.php,M,5,5,8a422a056cc14b67e14ebf28c6121d6613da58ff,d449b0f8e174bafb54e9cdd5d3507d3f70bb97e3,upstream_unmodified,FALSE,upstream,#13012,chore: apply UnnecessaryTernaryExpressionRector (#13012),LOW,FALSE
interface/reports/inventory_activity.php,M,18,18,7124d67db3ca7e7d6aedd9eef21a74e674baf40a,542dc8ae8cab53c883ab2189a26a1e4823ffa01e,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/inventory_list.php,M,14,14,324b2a8ac58886cc9e4770f767dd05e6da43ad9d,52047dea8e352b895e7d3502723b0e9fc72d25ab,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/inventory_transactions.php,M,10,10,5287b9145d672e50ef112aef42caefdbdf439d08,103b1bb672ead837a2b86cd91aa4ff7b3438fe0e,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/ip_tracker.php,M,5,5,35b775770b2cae538b6079a3fa474a0540032b78,4930b9b6a8e21e84398947d37c8245a449a2a701,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/message_list.php,M,12,12,a392e41032400e0302757cf0d5c71d963a1325e5,5626edea8627ac373da13ee0cc5c6d046e4d1660,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/patient_list.php,M,11,11,bfa0394602dd16274595f83de5e2ed850c8e42f4,c38b86a54ce8f9db16a9fcd67a9243d82c9ff9f0,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/reports/sales_by_item.php,M,1,1,70351d977dbf74bac365df00bd6fcf861ce1fe0c,a9a3d9c4952205e635fd83d9e0720b97549fc5cb,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/therapy_groups/therapy_groups_controllers/therapy_groups_controller.php,M,1,1,88029ae291c3a3ff75ec94ff3a082d045c24cf23,7fbdd67ec55ba3fa9ce3139916647d03e9541b50,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
interface/therapy_groups/therapy_groups_models/therapy_groups_model.php,M,2,2,c461cc2be9a197f3ef2eeec2eff08856a981bb4d,4adeb4b076499a3a255fd1704c8e1c47fef567ca,upstream_unmodified,FALSE,upstream,,,LOW,FALSE
